Aircraft_ICAO24,Callsign,Origin_Country,Time_Position,Longitude,Latitude,Barometric_Altitude,Velocity,Heading,Vertical_Rate,Geometric_Altitude,Squawk_Code
a1a0e5,AMF1345,United States,1723570180,-116.9,32.6,2743.2,109.85,94.03,0.98,2887.98,3574.61
a3fffc,DAL2705,United States,1723570180,-102.14,33.9,10683.24,227.38,135.83,0.0,11353.8,3574.61
a69c0b,N525FN,United States,1723570180,-104.96,37.99,6667.5,106.1,241.94,3.25,7071.36,3574.61
a5cc11,UAL1620,United States,1723569880,-115.4,38.33,10972.8,216.07,273.96,0.0,11544.3,3574.61
a008c9,DAL1500,United States,1723570180,-91.8,39.81,8526.78,226.11,263.86,0.0,9037.32,1675.0
ae4a0a,RN051,United States,1723570180,-87.54,30.98,2842.26,118.67,349.76,0.0,3040.38,3574.61
39e699,AFR87HG,France,1723570180,2.92,49.05,1546.86,101.72,265.07,-1.3,1630.68,1000.0
a47688,N387NS,United States,1723570140,-99.47,25.99,4396.74,181.72,267.89,-8.13,4671.06,3574.61
ac71dd,AAL1289,United States,1723570180,-64.49,32.48,1082.04,120.03,144.95,-1.3,1150.62,3574.61
4cc27f,ICE631,Iceland,1723570180,-22.72,63.99,708.66,98.77,269.7,2.93,563.88,3574.61
800462,AIC188,India,1723570180,-71.15,46.27,9448.8,248.85,60.26,-0.33,9662.16,2274.0
a05838,N121JG,United States,1723570180,-82.17,39.99,5486.4,120.23,341.02,0.0,5699.76,3574.61
39e691,AFR84CR,France,1723570180,-2.4,43.0,10363.2,256.09,9.48,-0.33,10805.16,1401.0
a3a65f,AAL2829,United States,1723570180,-76.73,39.82,10363.2,221.56,243.97,0.0,10706.1,1503.0
3c6571,DLH444,Germany,1723570180,-82.91,36.71,12192.0,262.89,187.19,0.0,12824.46,2471.0
a73946,N5648R,United States,1723570150,-76.25,42.44,1188.72,56.82,106.3,-0.33,1226.82,3574.61
3c4b4e,EWG8TU,Germany,1723570180,14.05,42.09,11269.98,243.06,157.34,-0.33,11902.44,1000.0
ac247a,SWA595,United States,1723570180,-98.71,35.07,11582.4,246.67,316.01,0.0,12336.78,3574.61
3c4b4b,EWG2KW,Germany,1723570180,9.49,52.47,685.8,81.36,92.54,-4.55,746.76,7675.0
a65fcd,JTL16,United States,1723570180,-81.81,35.25,11643.36,179.26,25.31,4.88,12321.54,3574.61
a39e0c,ENY3371,United States,1723570180,-80.09,25.98,3154.68,152.23,193.28,-6.83,3360.42,550.0
acc23f,DAL2042,United States,1723570180,-73.98,39.85,4213.86,172.39,31.08,-5.2,4351.02,1551.0
758403,PAL512,Philippines,1723570180,121.63,14.79,2339.34,104.43,313.6,-2.6,2499.36,3574.61
ada5ee,JBU1613,United States,1723570180,-94.97,35.49,10347.96,224.04,279.92,-0.33,11018.52,1136.0
acd56e,LTA926,United States,1723570030,-86.22,40.19,518.16,55.36,232.17,0.65,556.26,3574.61
3443d4,VLG73ZP,Spain,1723570180,4.09,41.07,8717.28,206.79,252.33,-4.88,9197.34,1732.0
846a34,JJP40,Japan,1723570180,120.97,14.38,2476.5,147.97,73.64,-0.33,2621.28,3574.61
a880c8,RPA3444,United States,1723570180,-74.32,40.98,1493.52,118.67,79.76,0.65,1531.62,1751.0
3443d2,VLG3JM,Spain,1723570180,4.61,51.72,5669.28,196.27,205.62,9.75,5951.22,2137.0
a8dcee,NKS1343,United States,1723570180,-85.88,36.55,11277.6,239.22,60.07,-0.33,11925.3,2753.0
a0eec9,N1596A,United States,1723570180,-93.8,46.21,1524.0,42.7,180.0,0.33,1676.4,3574.61
a45091,DAL3169,United States,1723570180,-83.97,36.01,9753.6,230.58,15.93,0.0,10325.1,3574.61
a69061,JIA5567,United States,1723570180,-81.88,35.34,2712.72,160.87,282.75,-4.88,2834.64,3574.61
4b0432,HBBPI,Switzerland,1723570180,7.72,47.03,830.58,3.29,231.34,-0.33,6547.51,7000.0
47bf3e,DOC,Norway,1723570180,9.92,60.23,1082.04,69.03,115.61,-1.95,1143.0,3574.61
a54819,N43983,United States,1723570180,-117.15,32.81,91.44,0.0,0.0,0.0,91.44,3574.61
ad8b61,LYM5112,United States,1723570180,-94.5,46.81,7604.76,249.54,138.09,0.65,7932.42,3574.61
a10edc,CXK106,United States,1723570180,-119.11,34.23,365.76,43.04,65.27,2.93,358.14,3574.61
ae62ac,HAWK111,United States,1723570180,-89.88,32.04,3627.12,214.88,236.42,0.0,3886.2,3574.61
a2ce05,ASA305,United States,1723570180,-95.34,35.64,10538.46,247.81,109.53,4.88,11224.26,3574.61
ad923c,N9738B,United States,1723570180,-78.95,43.2,236.22,55.03,228.41,-0.33,251.46,427.0
a6f367,GPD547,United States,1723570180,-70.15,43.71,883.92,97.76,229.27,-5.53,891.54,3574.61
a94c7b,DAL927,United States,1723570120,-84.44,33.64,6225.54,0.51,270.0,-0.18,6547.51,3574.61
c0103a,ACA301,Canada,1723570180,-122.87,49.24,3543.3,158.71,258.22,-6.83,3642.36,3574.61
a03235,AAL33,United States,1723570180,-93.49,35.43,10972.8,225.31,266.2,0.0,11689.08,3053.0
a5708c,DHR2,United States,1723570180,-90.34,34.73,5196.84,202.58,293.18,4.88,5509.26,4346.0
0086aa,IWY325,South Africa,1723570060,-69.71,20.5,9517.38,233.31,131.25,3.9,10126.98,3574.61
ae62c7,NAVY140,United States,1723570180,-89.16,32.76,2316.48,168.08,120.33,-4.88,2476.5,5462.0
4b5dbe,TU018,Switzerland,1723570180,8.56,47.45,6225.54,2.31,241.88,-0.18,6547.51,3574.61
3c5db0,KLM30J,Germany,1723570180,1.64,52.1,8625.84,242.97,70.07,-7.48,8976.36,4664.0
ad42fa,N9536D,United States,1723570180,-119.06,34.22,381.0,44.8,87.37,4.55,350.52,3574.61
a1c828,N2138S,United States,1723570140,-94.78,33.25,3314.7,83.47,80.42,0.0,3535.68,3574.61
3c64b1,DLH1304,Germany,1723570180,17.04,46.95,11277.6,245.6,127.25,0.33,11856.72,6432.0
3c64b0,DLH1293,Germany,1723570180,9.94,48.45,7033.26,244.33,320.98,-10.4,7437.12,1000.0
4aca06,NSZ2BH,Sweden,1723570180,12.21,54.77,6286.5,213.91,28.91,-11.7,6614.16,255.0
505cb8,EXS11NT,Slovakia,1723570180,17.08,41.38,11277.6,243.82,131.49,0.33,11917.68,3447.0
3c64a5,DLH2557,Germany,1723570180,23.79,45.27,10355.58,222.78,293.55,0.0,10896.6,1000.0
4aca08,NSZ3743,Sweden,1723570180,12.8,55.72,579.12,98.39,221.61,-1.63,647.7,7360.0
aa7a83,SWA3880,United States,1723570180,-83.19,40.0,2796.54,143.09,268.15,15.28,2887.98,3574.61
3c64a3,DLH8RM,Germany,1723570180,8.2,49.97,1310.64,102.61,74.29,-7.8,1402.08,2236.0
4aca09,NSZ3716,Sweden,1723570180,2.86,46.0,12496.8,213.5,179.72,0.33,13037.82,746.0
a53508,N4345G,United States,1723570010,-105.05,40.01,1493.52,31.58,167.77,-1.3,1539.24,3574.61
abb59e,ASH6032,United States,1723570110,-94.06,30.69,6454.14,217.07,249.03,-10.4,7056.12,1502.0
abb59f,ASH6181,United States,1723570180,-94.21,31.4,8183.88,209.28,52.79,4.23,8732.52,3574.61
a2e806,ASA1317,United States,1723570180,-120.35,38.96,10972.8,218.79,344.59,0.0,11468.1,3574.61
aa8164,AAL1825,United States,1723570180,-72.1,41.58,9144.0,233.28,213.76,0.0,9425.94,3574.61
3c64ad,DLH54M,Germany,1723570180,-4.84,43.17,9753.6,257.98,27.94,0.0,10187.94,5217.0
0a0048,ORYALG,Algeria,1723570180,2.37,48.73,6225.54,9.26,247.5,-0.18,6547.51,7634.0
0a0044,DAH2700,Algeria,1723570180,-69.83,47.91,12192.0,253.22,220.55,0.0,12397.74,3574.61
4aca13,NSZ3YL,Sweden,1723570180,2.92,48.88,11887.2,216.48,176.46,0.33,12374.88,740.0
4aca15,NSZ6HT,Sweden,1723570180,0.09,41.38,11879.58,229.18,186.06,-0.33,12443.46,4466.0
4aca14,NSZ3525,Sweden,1723570180,10.07,55.11,9761.22,251.23,63.23,-16.58,10203.18,4620.0
846a5b,NCA134,Japan,1723570180,-113.89,53.2,10668.0,260.4,119.86,0.33,10888.98,3574.61
a54849,N44AE,United States,1723570180,-97.56,32.63,1036.32,53.52,358.35,1.63,1112.52,3574.61
3c64ab,DLH583,Germany,1723570180,13.88,48.2,10066.02,235.75,305.94,0.0,10599.42,1357.0
3c64aa,DLH1323,Germany,1723570180,9.82,41.88,10972.8,245.73,3.0,0.0,11590.02,3574.61
4aca0d,NSZ5600,Sweden,1723570180,16.89,56.3,11277.6,219.04,11.65,0.0,11681.46,4273.0
4aca0c,NSZ5352,Sweden,1723570180,17.48,58.92,6598.92,210.35,34.74,-10.4,6865.62,4273.0
4080f7,EZY32ZR,United Kingdom,1723570110,16.59,42.72,10980.42,224.95,312.96,-0.33,11590.02,2044.0
0ac3c4,FAC1209,Colombia,1723570180,-73.89,5.08,7932.42,216.74,256.69,-12.68,8458.2,3574.61
a6a3be,N527JG,United States,1723570180,-90.59,30.02,15544.8,222.03,62.84,-0.33,16253.46,3574.61
8016a3,SAS984,India,1723570160,-53.98,38.68,6225.54,148.85,272.77,11.38,6547.51,3574.61
a95f67,SAS984,United States,1723570100,-117.14,32.81,6225.54,4.12,115.31,-0.18,6547.51,3574.61
4aca66,SAS984,Sweden,1723570110,12.73,55.66,251.46,70.48,219.97,-1.3,304.8,214.0
0a008c,DAH1087,Algeria,1723570180,0.42,42.14,11277.6,228.93,190.88,0.33,11765.28,7614.0
0a008d,DAH1080,Algeria,1723570180,4.73,42.9,10980.42,243.92,1.45,0.0,11468.1,5561.0
4aca65,SAS931,Sweden,1723569840,-97.93,51.47,12192.0,250.04,220.24,0.0,12534.9,3574.61
0a008a,DAH2063,Algeria,1723570180,3.02,42.02,11894.82,231.98,176.31,-0.33,12428.22,7130.0
a45ba2,DAL2764,United States,1723570180,-73.86,40.77,6225.54,1.29,295.31,-0.18,6547.51,2674.0
0a008b,DAH2071,Algeria,1723570180,4.27,42.35,10050.78,226.66,210.41,0.0,10507.98,2546.0
a5cc63,N473BL,United States,1723570180,-78.74,35.87,449.58,46.79,104.65,2.93,480.06,3574.61
505cd8,ENT12MF,Slovakia,1723570180,17.01,51.73,5486.4,179.47,334.17,-9.75,5783.58,1000.0
500332,T7SYC,San Marino,1723570180,9.41,48.95,11887.2,174.25,157.98,-0.33,12420.6,753.0
a893b3,N6516Z,United States,1723570180,-104.88,38.98,2324.1,48.97,70.99,-6.18,2423.16,3574.61
a520ca,N43AE,United States,1723570180,-97.69,35.6,617.22,63.52,81.15,-1.3,617.22,3574.61
a6ec56,AAL375,United States,1723570180,-111.64,33.07,9761.22,233.87,291.15,0.65,10340.34,3574.61
a57047,IGO78EJ,United States,1723570020,-89.33,43.14,205.74,0.0,0.0,0.0,236.22,3574.61
8016a4,IGO78EJ,India,1723570180,80.6,14.06,8427.72,230.73,211.6,-11.05,8930.64,3574.61
0a0092,DAH1544,Algeria,1723570180,4.94,44.96,10980.42,250.78,5.77,-0.33,11498.58,1000.0
a6ec52,DAL801,United States,1723570180,-84.14,33.67,1211.58,116.87,243.32,-4.55,1272.54,1377.0
0a0090,DAH1024,Algeria,1723570180,3.89,39.16,10363.2,241.32,13.56,0.0,10927.08,5563.0
a222b2,MXY534,United States,1723570180,-110.9,34.72,10965.18,220.7,269.73,0.0,11612.88,3661.0
710431,FAD230,Saudi Arabia,1723570180,46.66,24.8,3200.4,153.08,161.38,-5.2,3413.76,3574.61
710415,SVA216,Saudi Arabia,1723570180,22.01,36.51,11887.2,257.03,140.77,0.0,12633.96,162.0
3995ce,FYG42HF,France,1723570180,4.81,43.06,12192.0,208.87,359.44,0.0,12748.26,5507.0
a7cfdd,N602ND,United States,1723570180,-122.14,47.45,563.88,49.56,318.37,-0.98,571.5,3574.61
a2bb10,SWA3421,United States,1723570180,-98.32,39.52,11887.2,248.99,93.67,0.0,12573.0,3574.61
402ba2,GBOTG,United Kingdom,1723570070,-1.31,52.83,144.78,26.77,267.8,-3.25,152.4,5753.0
4aca70,SAS2752,Sweden,1723570180,17.16,54.09,10972.8,216.04,308.43,0.33,11422.38,3721.0
c083ad,CGXWM,Canada,1723570180,-113.97,51.68,2186.94,50.22,223.34,0.33,2202.18,3574.61
a94c41,N699BC,United States,1723570180,-83.98,39.66,396.24,38.79,68.2,0.65,434.34,3574.61
a90ffa,N683SP,United States,1723570180,-104.51,39.81,1889.76,45.79,90.64,-1.3,1965.96,3574.61
ac370b,SWA754,United States,1723570180,-112.0,33.43,6225.54,3.6,255.94,-0.18,6547.51,3574.61
a355c1,AVL314,United States,1723570000,-77.44,38.38,175.26,40.41,58.54,-2.6,213.36,4733.0
a1a218,ENY3809,United States,1723570180,-100.61,33.74,8839.2,241.57,79.7,0.0,9448.8,3574.61
a34ecc,FFT3227,United States,1723570180,-100.45,36.44,11582.4,241.28,316.64,0.0,12298.68,2542.0
4bb4ef,SEU8655,Turkey,1723570180,25.99,39.25,11277.6,238.18,140.26,0.0,11993.88,7433.0
800fd1,IGO7216,India,1723570180,88.46,22.84,922.02,112.88,147.47,-4.88,838.2,1476.0
a5cc72,N473CA,United States,1723570180,-119.39,35.55,883.92,54.78,165.31,-0.33,883.92,3574.61
a8f6e9,N677ND,United States,1723570180,-115.11,36.05,1699.26,27.16,217.3,-6.5,1752.6,3574.61
a69c6b,N525KJ,United States,1723570180,-122.41,37.87,3299.46,148.15,317.11,-10.73,3406.14,3574.61
407b04,KLM28Q,United Kingdom,1723570180,3.08,52.79,6400.8,216.04,116.14,-1.3,6690.36,4733.0
a893a6,N6516L,United States,1723570180,-70.39,41.67,2034.54,50.42,89.42,-2.6,2057.4,3574.61
a653f7,N507AF,United States,1723570180,-111.92,32.99,1066.8,48.13,169.53,-0.98,1082.04,3574.61
c01006,CFGBT,Canada,1723570180,-74.27,45.11,1371.6,45.6,246.04,-0.33,6547.51,3574.61
4aca6c,SAS4616,Sweden,1723570180,-2.2,57.21,6225.54,8.75,340.31,-0.18,6547.51,3574.61
a34ee9,N312GV,United States,1723570180,-81.82,26.69,5935.98,188.87,11.31,7.48,6339.84,3574.61
a6f31d,N547ND,United States,1723570150,-105.11,39.91,6225.54,4.37,213.75,-0.18,6547.51,3574.61
a7cfe3,NKS3050,United States,1723570180,-81.12,28.78,1783.08,119.32,247.97,-5.2,1920.24,7017.0
a6a3c2,JBU766,United States,1723570160,-78.4,27.17,11277.6,226.36,5.48,-0.33,12016.74,3574.61
a16585,N18974,United States,1723570180,-75.94,40.74,1341.12,50.79,263.02,10.4,1379.22,3574.61
02a1ae,LBT520,Tunisia,1723570180,5.83,42.37,10378.44,244.0,312.27,0.0,10843.26,1000.0
a1b535,UAL34,United States,1723570180,-122.54,37.78,3421.38,176.72,139.96,-2.28,3558.54,3574.61
e491f0,TAM3627,Brazil,1723569950,-46.68,-23.59,899.16,67.95,147.99,-4.55,1013.46,3574.61
02a1af,LBT757,Tunisia,1723570180,7.2,49.07,10058.4,235.21,140.15,0.0,10568.94,673.0
e491f1,TAM8040,Brazil,1723570180,-54.52,-20.41,10668.0,278.51,112.82,0.65,11277.6,3574.61
0a0078,DAH1021,Algeria,1723570180,3.25,38.39,9128.76,220.76,181.34,-5.2,9662.16,4063.0
abfd00,SWA3086,United States,1723570180,-106.97,34.77,10972.8,234.88,281.11,0.33,11658.6,3574.61
a83f8c,UPS64,United States,1723570010,-150.0,61.19,6225.54,0.0,165.94,-0.18,6547.51,5753.0
a41518,N362Q,United States,1723570180,-122.11,37.46,6225.54,2.57,312.19,-0.18,6547.51,3574.61
4aca46,NSZ4401,Sweden,1723570180,26.23,44.61,10668.0,250.84,140.83,0.0,11216.64,1331.0
a7268f,OXF8092,United States,1723570180,-111.57,32.94,1684.02,64.23,144.78,0.65,1760.22,3574.61
a10eec,SWA777,United States,1723570160,-53.98,38.68,6225.54,77.18,168.47,0.0,6547.51,3574.61
aa7a3c,SWA777,United States,1723570180,-103.12,36.56,12496.8,225.01,146.56,0.0,13205.46,3574.61
471fa2,WZZ6Z,Hungary,1723570180,7.65,49.68,10668.0,237.36,87.64,0.33,11209.02,653.0
02a1b3,RAM664,Tunisia,1723570180,-1.98,43.46,11582.4,247.35,27.36,0.0,12047.22,1000.0
ab5dab,SKW4314,United States,1723570170,-111.98,40.81,6225.54,0.0,22.5,-0.18,6547.51,3574.61
02a1b0,LBT635,Tunisia,1723570180,8.64,44.63,7772.4,225.66,162.35,7.15,8199.12,454.0
a34ed6,N312GA,United States,1723570180,-80.95,32.26,1203.96,100.39,199.46,0.98,1272.54,3574.61
aa31c2,EJA756,United States,1723570180,-90.78,42.56,7924.8,209.02,317.59,0.0,8298.18,3574.61
c083f2,ACA774,Canada,1723570180,-103.04,40.29,11887.2,259.34,70.77,0.0,12573.0,3574.61
a83f98,TFL7JV,United States,1723570180,13.83,47.94,10668.0,237.6,110.0,-0.33,11216.64,167.0
44034b,EJU79AH,Austria,1723570180,-2.52,39.12,11285.22,217.31,213.31,-0.33,11841.48,4076.0
a95307,N70JK,United States,1723570180,-98.93,31.55,12192.0,236.82,274.36,0.0,12946.38,3574.61
471faa,WZZ32MS,Hungary,1723570180,10.18,52.41,9677.4,247.59,69.57,6.5,10165.08,7705.0
aa2abc,AAL464,United States,1723570180,-118.42,38.12,10683.24,268.88,105.76,-0.33,11193.78,3574.61
c07cf5,CGVII,Canada,1723570180,-78.51,42.85,1013.46,49.84,348.69,1.63,1036.32,3574.61
ac1d24,N88SZ,United States,1723570180,-84.75,39.78,1386.84,31.76,114.9,12.35,1402.08,3574.61
4aca50,NSZ3231,Sweden,1723570180,12.86,55.8,1082.04,102.33,161.84,-3.58,1165.86,241.0
a88ce4,N650BS,United States,1723570180,-71.21,42.46,335.28,63.88,277.87,-1.63,320.04,3574.61
0a007c,DTH1960,Algeria,1723570180,0.6,34.72,10934.7,224.64,176.85,8.13,11559.54,3574.61
a1522b,CXK138,United States,1723570180,-112.05,41.42,1798.32,52.21,354.35,-0.65,1844.04,3574.61
0a007a,DAH1461,Algeria,1723570180,6.39,37.47,7452.36,245.47,171.56,-12.35,9425.94,5675.0
ab64b8,AAL980,United States,1723570180,-84.21,33.54,1752.6,106.49,90.0,-5.85,1859.28,3052.0
a7bcd6,N598TP,United States,1723570020,-118.45,34.02,6225.54,0.0,300.94,-0.18,6547.51,3574.61
a88ccf,AAL2384,United States,1723570180,-78.73,36.24,7315.2,233.61,46.43,0.0,7673.34,2450.0
a1c84d,N2139U,United States,1723570180,-90.21,32.32,220.98,43.84,144.07,1.95,251.46,3574.61
505ce6,TVS2655,Slovakia,1723570180,19.15,48.78,6507.48,177.52,315.0,-4.88,6873.24,5371.0
ac3731,SWA2031,United States,1723570180,-90.24,38.43,3627.12,160.98,336.06,-7.8,3825.24,3574.61
4aca4a,NSZ4907,Sweden,1723570180,1.01,45.43,10972.8,246.57,352.33,0.0,11437.62,5516.0
44033e,EJU13HB,Austria,1723570180,7.39,50.0,11269.98,225.27,86.33,-0.33,11803.38,1000.0
a222a5,N237BL,United States,1723570180,-78.59,35.54,1341.12,52.18,9.65,0.33,1409.7,1200.0
4aca4f,NSZ3290,Sweden,1723570180,17.75,45.36,11887.2,247.56,153.86,0.0,12489.18,1747.0
4a08a5,HYS257,Romania,1723570180,19.94,47.64,10363.2,232.15,304.25,0.0,10881.36,6017.0
ac983e,N910SC,United States,1723570180,-73.24,40.11,11582.4,226.49,220.86,0.0,11902.44,1364.0
8015c1,VTI981,India,1723569810,76.0,26.43,9753.6,245.01,222.7,-0.33,10477.5,3574.61
aa320f,N756TU,United States,1723570180,-119.22,47.43,3048.0,77.86,248.69,-0.65,3070.86,3574.61
8015c0,IGO127,India,1723570180,74.63,28.28,10355.58,245.39,211.89,0.33,11148.06,3574.61
8015c5,VTI108,India,1723570020,81.7,18.17,10980.42,255.09,288.95,0.33,6547.51,3574.61
a3a5ec,DAL920,United States,1723570180,-120.36,38.97,8854.44,263.32,52.3,4.88,9265.92,3574.61
a6fec7,N55TM,United States,1723569890,-101.64,33.45,1135.38,82.23,324.42,-1.63,1173.48,3574.61
ab15ba,AAL2847,United States,1723570180,-77.15,39.76,9753.6,224.9,250.07,0.0,10088.88,2737.0
ad4eb5,AAL860,United States,1723570180,-84.21,37.64,10363.2,218.21,249.0,0.0,10911.84,1143.0
a6fec4,N55TJ,United States,1723570180,-81.51,26.71,5730.24,175.12,106.73,-5.2,6118.86,7361.0
a45be6,TG66,United States,1723570180,-104.5,38.3,1615.44,48.97,273.61,0.33,1645.92,3574.61
c02f46,CFRXL,Canada,1723570100,-96.86,49.67,373.38,69.55,97.65,-0.33,419.1,3574.61
aa4548,AAL735P,United States,1723570180,-77.83,38.3,11582.4,236.77,222.01,0.0,12031.98,2540.0
a39e8a,N332PH,United States,1723570180,-99.15,29.97,1623.06,62.23,133.33,-0.65,1737.36,3574.61
ab6542,UAL2415,United States,1723570180,-97.33,36.18,10660.38,245.65,108.06,0.0,11369.04,3574.61
4080a4,EXS87HG,United Kingdom,1723570180,17.18,45.4,10668.0,228.52,149.57,-0.33,11201.4,7117.0
a3f579,UPS219,United States,1723570180,-8.77,50.08,11887.2,254.86,98.47,0.0,12230.1,6302.0
aaf5ba,N805PE,United States,1723570180,-80.86,27.34,7010.4,128.56,349.86,0.0,7490.46,3574.61
ac7e48,N904CP,United States,1723570180,-97.69,30.5,670.56,43.87,129.29,-0.98,685.8,3574.61
aa5868,CXK664,United States,1723570180,-72.89,41.11,2125.98,56.22,34.56,-0.65,2148.84,3574.61
a4fb2f,N42VP,United States,1723570180,-97.6,35.4,6225.54,0.0,180.0,-0.18,6547.51,3574.61
a6553a,N507PD,United States,1723570170,-90.1,38.55,853.44,109.19,248.15,-0.33,914.4,3574.61
505e8e,EAT301,Slovakia,1723570180,20.6,42.93,11277.6,190.32,164.8,0.0,11894.82,1347.0
75847f,APG128,Philippines,1723570180,120.6,16.05,9357.36,242.38,358.54,5.85,6547.51,3574.61
8015cd,VTI017,India,1723570180,20.04,46.83,11582.4,245.81,291.36,0.0,12138.66,3221.0
a1a262,N204RM,United States,1723570120,-118.4,34.66,2141.22,64.89,27.38,1.3,2164.08,3574.61
aa2b21,RPA3513,United States,1723570180,-70.15,43.5,1219.2,141.97,94.78,0.65,1242.06,1602.0
a2d55b,N2819X,United States,1723570180,-111.03,33.13,2316.48,51.35,137.84,0.65,2400.3,3574.61
a5dee3,ASA488,United States,1723570180,-120.39,41.24,10972.8,230.03,355.9,0.0,11361.42,3574.61
a64e67,VJA505,United States,1723570180,-120.88,35.34,10668.0,271.16,138.54,-0.33,11269.98,3574.61
a21bea,RPA5829,United States,1723570180,-74.09,40.81,739.14,99.18,205.5,-3.25,754.38,1454.0
abb537,ASH6065,United States,1723570180,-78.38,38.97,5699.76,185.29,274.62,7.8,5928.36,6210.0
782139,CHB6230,China,1723570120,113.77,22.9,4861.56,191.29,335.36,8.45,5143.5,3574.61
ac22a2,N881MC,United States,1723570180,-86.92,32.75,7924.8,141.71,221.91,0.0,8442.96,3574.61
a1ae7c,CXK267,United States,1723570180,-105.1,40.09,2209.8,57.7,86.93,0.0,2293.62,3574.61
a52e92,N1898B,United States,1723570180,-99.72,19.16,5943.6,167.1,274.06,6.18,6339.84,3574.61
a1658d,N1898B,United States,1723570180,-112.66,39.33,13716.0,251.38,69.27,0.0,14317.98,3574.61
a52e94,CFR86,United States,1723570180,-122.75,38.34,762.0,106.76,154.3,4.88,769.62,3574.61
ad68f0,SKW5489,United States,1723570180,-86.74,41.96,2377.44,140.48,313.22,0.33,2476.5,3574.61
a70bd1,DAL1437,United States,1723570180,-82.23,34.5,10066.02,254.32,61.88,0.0,10675.62,3574.61
a858f3,NKS492,United States,1723570180,-81.7,34.23,10660.38,225.23,346.66,0.33,11338.56,3574.61
a2c224,SKW4070,United States,1723570180,-118.7,35.27,10668.0,229.46,165.59,0.0,11285.22,3574.61
a7c526,N60CP,United States,1723570180,-95.19,38.72,10972.8,152.78,199.47,0.0,11643.36,3574.61
a65560,EJA507,United States,1723570180,-93.57,40.76,13716.0,227.59,95.97,0.0,14356.08,3574.61
a9f0dc,N74GW,United States,1723570180,-122.96,45.54,6225.54,0.0,182.81,-0.18,6547.51,3574.61
a6ebaf,FFY745,United States,1723570140,-81.4,30.05,556.26,45.89,340.35,0.0,601.98,3574.61
a39e6b,DAL2189,United States,1723570180,-79.07,40.31,10347.96,212.99,284.41,0.0,10698.48,3304.0
a5e5cd,N47961,United States,1723570180,-81.32,40.97,975.36,63.31,118.65,5.53,1059.18,5740.0
8015a5,AIC116,India,1723570180,-60.61,44.78,9448.8,287.63,66.83,0.0,9585.96,3574.61
a5def5,N478BK,United States,1723569170,-97.26,33.3,548.64,51.51,2.86,-1.63,609.6,3574.61
a9a399,AAL107,United States,1723570180,-10.03,54.4,10363.2,250.75,301.41,0.0,10576.56,5162.0
a222d3,N237DG,United States,1723570180,-76.94,40.25,1165.86,70.85,5.83,-1.95,1219.2,3574.61
a725df,N56PJ,United States,1723570180,-93.41,47.02,7818.12,82.81,288.1,4.88,8130.54,3574.61
a21bdc,N235JA,United States,1723570180,-77.32,39.83,2849.88,96.95,86.04,0.33,2941.32,3601.0
a63b4e,N500Q,United States,1723570180,-79.09,43.53,2133.6,81.54,137.05,-1.3,2209.8,7447.0
403321,GBSYY,United Kingdom,1723570180,-0.63,51.62,670.56,49.65,264.05,-0.33,701.04,5021.0
ae509d,80263,United States,1723570030,-79.0,35.19,121.92,52.24,237.88,-7.8,205.74,3574.61
a725d9,N56PC,United States,1723570180,-88.79,38.52,2468.88,106.99,117.18,-2.93,2621.28,3574.61
39e4ac,AFR29ZR,France,1723570180,-1.34,45.19,10980.42,247.16,32.76,0.33,11430.0,1000.0
c01c28,WJA548,Canada,1723570180,-109.03,53.1,10668.0,243.21,96.19,0.0,10919.46,2105.0
ac7216,AAL2458,United States,1723570180,-117.71,33.87,1348.74,104.24,265.47,-4.55,1394.46,3574.61
a1c88f,MXY117,United States,1723570180,-93.79,35.65,11277.6,247.62,105.42,0.0,12009.12,3574.61
a4abf9,N40TH,United States,1723569950,-74.05,40.86,22.86,64.17,228.9,-3.58,15.24,6503.0
adb8b5,N9830V,United States,1723570170,-121.2,44.09,1036.32,31.38,0.0,-2.6,1059.18,3574.61
aaa893,UAL804,United States,1723570180,-114.17,52.35,11277.6,256.44,106.07,0.0,11536.68,3574.61
a70bc9,JIA5144,United States,1723570180,-80.74,35.42,3589.02,153.52,211.29,-5.53,3764.28,1617.0
a1b573,SWA21,United States,1723570180,-96.3,30.37,4991.1,180.05,155.71,-9.75,5334.0,7410.0
abb52c,SWA4323,United States,1723570180,-82.05,39.83,11277.6,279.81,98.46,-0.33,11719.56,5255.0
